path,source,label,is_labeled,x,y
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/066_RR220204A_165C_0218.bmp,trajectory,,False,-16.749695,10.468709
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/067_RR220204A_291C_1703.bmp,trajectory,,False,25.081673,14.359806
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/068_RR220204A_291C_1704.bmp,trajectory,,False,25.190641,14.584861
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/069_RR220204A_293C_1706.bmp,trajectory,,False,25.505697,15.220056
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/070_RR220204A_294C_1707.bmp,trajectory,,False,25.391394,15.208057
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/071_RR220204A_296C_1709-01.bmp,trajectory,,False,25.303253,15.268225
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/072_RR220204A_296C_1709-02.bmp,trajectory,,False,25.411509,15.307278
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/073_RR220204A_297C_1710.bmp,trajectory,,False,25.30538,15.365504
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/074_RR220204A_297C_1711.bmp,trajectory,,False,25.365116,15.490327
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/075_RR220204A_298C_1712.bmp,trajectory,,False,25.461529,15.482495
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/076_RR220204A_299C_1713.bmp,trajectory,,False,25.431404,15.65348
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/077_RR220204A_300C_1715.bmp,trajectory,,False,25.333471,15.693813
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/078_RR220204A_300C_1716.bmp,trajectory,,False,25.349947,15.748687
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/079_RR220204A_301C_1717.bmp,trajectory,,False,25.30719,15.734467
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/080_RR220204A_301C_1718.bmp,trajectory,,False,25.531425,15.648102
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/081_RR220204A_344C_1719.bmp,trajectory,,False,20.29408,14.793261
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/082_RR220204A_358C_1719.bmp,trajectory,,False,21.779907,15.518922
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/083_RR220204A_365C_1720.bmp,trajectory,,False,21.850513,15.343956
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/084_RR220204A_373C_1720.bmp,trajectory,,False,22.054913,15.437242
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/085_RR220204A_378C_1720.bmp,trajectory,,False,21.498693,15.403532
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/086_RR220204A_387C_1721.bmp,trajectory,,False,20.87581,15.470456
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/087_RR220204A_389C_1721.bmp,trajectory,,False,21.243998,15.841501
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/088_RR220204A_382C_1721-01.bmp,trajectory,,False,20.902298,15.597714
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/089_RR220204A_382C_1721-02.bmp,trajectory,,False,20.370928,15.371054
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/090_RR220204A_394C_1722.bmp,trajectory,,False,21.229633,15.470065
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/091_RR220204A_393C_1722.bmp,trajectory,,False,21.714804,16.067423
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/092_RR220204A_396C_1722.bmp,trajectory,,False,21.322948,15.525841
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/093_RR220204A_397C_1722.bmp,trajectory,,False,21.77575,15.913796
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/094_RR220204A_400C_1724.bmp,trajectory,,False,21.402674,15.785641
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/095_RR220204A_403C_1725.bmp,trajectory,,False,22.098276,16.535769
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/096_RR220204A_404C_1726.bmp,trajectory,,False,21.892977,15.977986
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/097_RR220204A_405C_1727.bmp,trajectory,,False,21.510023,16.414764
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/098_RR220204A_406C_1728.bmp,trajectory,,False,22.065115,16.677895
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/099_RR220204A_406C_1729.bmp,trajectory,,False,22.267145,16.888905
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/100_RR220204A_407C_1730.bmp,trajectory,,False,22.060099,16.603497
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/101_RR220204A_407C_1731.bmp,trajectory,,False,22.490913,16.18137
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/102_RR220204A_408C_1732.bmp,trajectory,,False,21.823668,16.820648
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/103_RR220204A_408C_1733.bmp,trajectory,,False,21.982697,17.250217
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/104_RR220204A_408C_1734.bmp,trajectory,,False,21.797195,17.16006
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/105_RR220204A_409C_1735.bmp,trajectory,,False,21.835005,17.112368
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/106_RR220204A_430C_1736.bmp,trajectory,,False,17.092133,16.521952
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/107_RR220204A_409C_1736.bmp,trajectory,,False,21.688171,17.17199
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/108_RR220204A_421C_1736.bmp,trajectory,,False,17.96567,17.17935
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/109_RR220204A_437C_1737.bmp,trajectory,,False,16.61766,16.577158
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/110_RR220204A_438C_1737.bmp,trajectory,,False,17.10189,16.95979
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/111_RR220204A_435C_1737.bmp,trajectory,,False,16.617657,16.57716
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/112_RR220204A_442C_1738.bmp,trajectory,,False,16.418224,17.334024
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/113_RR220204A_443C_1738.bmp,trajectory,,False,17.381123,17.410109
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/114_RR220204A_440C_1738.bmp,trajectory,,False,17.101887,16.959963
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/115_RR220204A_441C_1738.bmp,trajectory,,False,17.101887,16.959963
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/116_RR220204A_445C_1739.bmp,trajectory,,False,15.414763,16.743708
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/117_RR220204A_445C_1740.bmp,trajectory,,False,17.243662,18.032936
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/118_RR220204A_445C_1741.bmp,trajectory,,False,16.331825,17.181553
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/119_RR220204A_445C_1743.bmp,trajectory,,False,16.286476,17.097486
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/120_RR220204A_445C_1744.bmp,trajectory,,False,16.104095,17.762035
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/121_RR220204A_444C_1745.bmp,trajectory,,False,16.654396,17.633207
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/122_RR220204A_444C_1746.bmp,trajectory,,False,17.005304,17.69328
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/123_RR220204A_444C_1747.bmp,trajectory,,False,17.361906,17.64642
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/124_RR220204A_444C_1748.bmp,trajectory,,False,15.837331,17.023575
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/125_RR220204A_444C_1749.bmp,trajectory,,False,15.723187,17.216013
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/126_RR220204A_443C_1750.bmp,trajectory,,False,16.747948,17.603739
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/127_RR220204A_461C_1753.bmp,trajectory,,False,12.113073,18.308744
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/128_RR220204A_459C_1753.bmp,trajectory,,False,11.859705,18.414642
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/129_RR220204A_465C_1753.bmp,trajectory,,False,14.759119,18.56987
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/130_RR220204A_463C_1753.bmp,trajectory,,False,12.113073,18.308744
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/131_RR220204A_466C_1754.bmp,trajectory,,False,12.0915785,17.89172
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/132_RR220204A_468C_1754.bmp,trajectory,,False,13.450925,18.386675
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/133_RR220204A_467C_1754-01.bmp,trajectory,,False,13.075357,18.52812
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/134_RR220204A_467C_1754-02.bmp,trajectory,,False,13.593463,18.661274
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/135_RR220204A_468C_1755.bmp,trajectory,,False,14.496844,18.690655
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/136_RR220204A_469C_1755-01.bmp,trajectory,,False,13.34638,18.666111
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/137_RR220204A_469C_1755-02.bmp,trajectory,,False,14.014324,18.582005
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/138_RR220204A_470C_1756.bmp,trajectory,,False,12.459144,18.104502
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/139_RR220204A_470C_1758.bmp,trajectory,,False,12.446824,18.3517
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/140_RR220204A_470C_1759.bmp,trajectory,,False,13.704767,18.718885
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/141_RR220204A_471C_1759.bmp,trajectory,,False,14.706375,18.5308
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/142_RR220204A_471C_1801.bmp,trajectory,,False,13.473641,18.539717
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/143_RR220204A_471C_1802.bmp,trajectory,,False,13.838444,18.922882
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/144_RR220204A_473C_1803.bmp,trajectory,,False,12.079606,19.17334
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/145_RR220204A_471C_1803.bmp,trajectory,,False,13.097428,18.498251
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/146_RR220204A_484C_1804.bmp,trajectory,,False,11.767367,19.352936
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/147_RR220204A_486C_1804.bmp,trajectory,,False,11.060168,19.2929
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/148_RR220204A_480C_1804.bmp,trajectory,,False,11.732216,19.409164
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/149_RR220204A_487C_1804.bmp,trajectory,,False,10.984811,19.540724
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/150_RR220204A_487C_1805.bmp,trajectory,,False,12.653029,19.806667
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/151_RR220204A_488C_1805-01.bmp,trajectory,,False,12.076013,20.02786
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/152_RR220204A_488C_1805-02.bmp,trajectory,,False,12.387915,19.52167
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/153_RR220204A_489C_1806.bmp,trajectory,,False,12.698244,19.57859
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/154_RR220204A_489C_1807.bmp,trajectory,,False,11.138187,19.775032
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/155_RR220204A_490C_1807.bmp,trajectory,,False,10.677148,19.67015
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/156_RR220204A_490C_1808.bmp,trajectory,,False,10.934455,20.020123
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/157_RR220204A_498C_1809.bmp,trajectory,,False,9.396996,20.6556
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/158_RR220204A_490C_1809.bmp,trajectory,,False,11.672296,19.837688
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/159_RR220204A_501C_1809-01.bmp,trajectory,,False,9.510023,20.698395
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/160_RR220204A_501C_1809-02.bmp,trajectory,,False,10.18337,20.195782
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/161_RR220204A_504C_1810.bmp,trajectory,,False,9.554965,20.592192
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/162_RR220204A_506C_1810-01.bmp,trajectory,,False,8.91068,21.062576
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/163_RR220204A_506C_1810-02.bmp,trajectory,,False,9.75247,20.44218
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/164_RR220204A_507C_1811.bmp,trajectory,,False,10.182694,20.29268
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/165_RR220204A_508C_1812.bmp,trajectory,,False,9.248566,20.822422
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/166_RR220204A_508C_1813.bmp,trajectory,,False,9.560996,20.651182
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/167_RR220204A_509C_1814.bmp,trajectory,,False,10.026563,20.633507
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/168_RR220204A_508C_1817.bmp,trajectory,,False,9.2230835,20.940771
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/169_RR220204A_511C_1817.bmp,trajectory,,False,6.481512,22.38736
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/170_RR220204A_536C_1818.bmp,trajectory,,False,6.8670306,22.510197
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/171_RR220204A_531C_1818.bmp,trajectory,,False,7.0935388,22.286995
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/172_RR220204A_539C_1818.bmp,trajectory,,False,6.881797,22.511154
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/173_RR220204A_534C_1818.bmp,trajectory,,False,7.3086834,22.264225
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/174_RR220204A_527C_1818.bmp,trajectory,,False,6.6740165,22.366476
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/175_RR220204A_540C_1819.bmp,trajectory,,False,6.807475,22.694298
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/176_RR220204A_543C_1820.bmp,trajectory,,False,6.965654,22.59581
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/177_RR220204A_544C_1821.bmp,trajectory,,False,6.509439,22.816284
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/178_RR220204A_544C_1822.bmp,trajectory,,False,7.411872,22.453522
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/179_RR220204A_544C_1823.bmp,trajectory,,False,6.8553777,22.91452
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/180_RR220204A_553C_1824.bmp,trajectory,,False,5.450174,23.411785
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/181_RR220204A_572C_1825.bmp,trajectory,,False,5.4946566,23.717999
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/182_RR220204A_567C_1825.bmp,trajectory,,False,5.4924846,23.583872
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/183_RR220204A_569C_1825.bmp,trajectory,,False,5.64817,23.689344
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/184_RR220204A_576C_1826.bmp,trajectory,,False,4.980039,23.743853
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/185_RR220204A_577C_1826.bmp,trajectory,,False,5.286053,23.642687
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/186_RR220204A_578C_1827.bmp,trajectory,,False,5.8546467,23.55307
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/187_RR220204A_579C_1828.bmp,trajectory,,False,5.1964297,24.214832
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/188_RR220204A_579C_1829.bmp,trajectory,,False,5.052145,24.229134
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/189_RR220204A_578C_1830.bmp,trajectory,,False,4.786345,24.40711
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/190_RR220204A_603C_1831.bmp,trajectory,,False,4.121411,24.382868
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/191_RR220204A_582C_1831.bmp,trajectory,,False,4.224127,24.314043
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/192_RR220204A_607C_1831.bmp,trajectory,,False,4.31326,24.41582
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/193_RR220204A_609C_1832.bmp,trajectory,,False,4.294844,24.62676
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/194_RR220204A_610C_1832.bmp,trajectory,,False,4.4505157,24.614925
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/195_RR220204A_611C_1832.bmp,trajectory,,False,4.4300256,24.654863
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/196_RR220204A_611C_1834.bmp,trajectory,,False,4.054388,25.258873
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/197_RR220204A_611C_1835.bmp,trajectory,,False,3.8937218,25.453197
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/198_RR220204A_610C_1836.bmp,trajectory,,False,3.710768,25.83263
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/199_RR220204A_636C_1837.bmp,trajectory,,False,3.4518607,25.417183
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/200_RR220204A_627C_1837.bmp,trajectory,,False,3.563429,25.226929
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/201_RR220204A_642C_1838.bmp,trajectory,,False,3.1869447,26.067995
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/202_RR220204A_641C_1838.bmp,trajectory,,False,3.265408,25.907072
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/203_RR220204A_640C_1838.bmp,trajectory,,False,3.4569561,25.483164
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/204_RR220204A_642C_1839-01.bmp,trajectory,,False,3.1603165,25.996523
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/205_RR220204A_642C_1839-02.bmp,trajectory,,False,2.9044387,26.348179
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/206_RR220204A_641C_1841.bmp,trajectory,,False,1.9724975,27.45205
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/207_RR220204A_640C_1842.bmp,trajectory,,False,1.3699975,28.181807
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/208_RR220204A_639C_1843.bmp,trajectory,,False,1.2115121,28.363243
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/209_RR220204A_637C_1845.bmp,trajectory,,False,1.0444185,28.515068
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/210_RR220204A_651C_1846.bmp,trajectory,,False,0.8490273,28.855469
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/211_RR220204A_667C_1847.bmp,trajectory,,False,0.72258043,28.993973
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/212_RR220204A_669C_1847.bmp,trajectory,,False,0.6668617,28.975368
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/213_RR220204A_668C_1847.bmp,trajectory,,False,0.61712337,29.02315
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/214_RR220204A_665C_1847.bmp,trajectory,,False,0.6382301,29.075762
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/215_RR220204A_669C_1848.bmp,trajectory,,False,0.42707372,29.249323
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/216_RR220204A_670C_1848.bmp,trajectory,,False,0.57369584,29.285534
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/217_RR220204A_670C_1850.bmp,trajectory,,False,0.08747009,29.715849
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/218_RR220204A_669C_1851.bmp,trajectory,,False,-0.19093564,29.864918
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/219_RR220204A_668C_1852.bmp,trajectory,,False,-0.066496514,29.653194
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/220_RR220204A_668C_1853.bmp,trajectory,,False,-0.26028973,30.003439
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/221_RR220204A_666C_1854.bmp,trajectory,,False,-0.58451176,30.066626
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/222_RR220204A_666C_1855.bmp,trajectory,,False,-0.8179443,30.211391
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/223_RR220204A_666C_1856.bmp,trajectory,,False,-0.5815775,30.906696
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/224_RR220204A_697C_1857.bmp,trajectory,,False,-0.78162634,30.897278
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/225_RR220204A_690C_1857.bmp,trajectory,,False,-0.75973344,30.797508
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/226_RR220204A_698C_1857.bmp,trajectory,,False,-0.7019313,30.582699
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/227_RR220204A_699C_1859.bmp,trajectory,,False,-1.1092203,31.153425
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/228_RR220204A_696C_1901-01.bmp,trajectory,,False,-1.206064,31.064201
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/229_RR220204A_696C_1901-02.bmp,trajectory,,False,-1.5658374,30.996506
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/230_RR220204A_695C_1902.bmp,trajectory,,False,-1.6941996,31.304655
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/231_RR220204A_694C_1903.bmp,trajectory,,False,-1.8430026,31.298635
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/232_RR220204A_725C_1904.bmp,trajectory,,False,-1.6133189,31.901241
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/233_RR220204A_709C_1904.bmp,trajectory,,False,-1.4872841,31.893112
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/234_RR220204A_723C_1904.bmp,trajectory,,False,-1.3437505,31.883856
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/235_RR220204A_725C_1905.bmp,trajectory,,False,-2.071174,32.08367
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/236_RR220204A_726C_1905.bmp,trajectory,,False,-1.7948606,32.069965
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/237_RR220204A_725C_1906.bmp,trajectory,,False,-2.0998583,32.105785
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/238_RR220204A_722C_1908.bmp,trajectory,,False,-2.2406223,32.269897
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/239_RR220204A_720C_1910.bmp,trajectory,,False,-2.5840473,32.097317
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/240_RR220204A_730C_1911.bmp,trajectory,,False,-2.4793267,32.570843
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/241_RR220204A_736C_1911.bmp,trajectory,,False,-2.9023488,33.056767
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/242_RR220204A_720C_1911.bmp,trajectory,,False,-2.5171595,32.14861
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/243_RR220204A_740C_1912.bmp,trajectory,,False,-2.92294,33.06877
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/244_RR220204A_737C_1912.bmp,trajectory,,False,-2.5056581,32.91579
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/245_RR220204A_741C_1913.bmp,trajectory,,False,-2.5704768,33.04136
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/246_RR220204A_742C_1914.bmp,trajectory,,False,-2.8527749,33.224434
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/247_RR220204A_743C_1915.bmp,trajectory,,False,-2.7894638,33.192223
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/248_RR220204A_745C_1916.bmp,trajectory,,False,-3.1122994,33.55607
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/249_RR220204A_746C_1917.bmp,trajectory,,False,-3.2146995,33.737488
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/250_RR220204A_747C_1919.bmp,trajectory,,False,-3.3037357,33.84501
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/251_RR220204A_747C_1920.bmp,trajectory,,False,-3.5540235,34.319492
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/252_RR220204A_776C_1923.bmp,trajectory,,False,-3.8853521,34.9788
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/253_RR220204A_782C_1923.bmp,trajectory,,False,-4.064629,35.36513
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/254_RR220204A_781C_1924.bmp,trajectory,,False,-3.998492,35.160557
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/255_RR220204A_780C_1925.bmp,trajectory,,False,-4.2155914,35.65494
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/256_RR220204A_777C_1926.bmp,trajectory,,False,-4.072582,35.26463
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/257_RR220204A_774C_1927.bmp,trajectory,,False,-4.3452654,35.612152
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/258_RR220204A_772C_1928.bmp,trajectory,,False,-4.4967833,35.977474
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/259_RR220204A_789C_1929.bmp,trajectory,,False,-4.4522967,36.191864
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/260_RR220204A_786C_1929.bmp,trajectory,,False,-4.485979,36.21472
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/261_RR220204A_790C_1930.bmp,trajectory,,False,-4.5549045,36.34591
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/262_RR220204A_793C_1932.bmp,trajectory,,False,-4.550958,36.412746
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/263_RR220204A_793C_1934.bmp,trajectory,,False,-4.6982937,36.65308
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/264_RR220204A_793C_1935.bmp,trajectory,,False,-4.7614985,36.8736
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/265_RR220204A_788C_1937.bmp,trajectory,,False,-4.945992,37.338367
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/266_RR220204A_783C_1938.bmp,trajectory,,False,-4.9330726,37.28444
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/267_RR220204A_793C_1940.bmp,trajectory,,False,-5.0476737,37.802586
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/268_RR220204A_795C_1940.bmp,trajectory,,False,-5.05852,37.78915
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/269_RR220204A_797C_1941.bmp,trajectory,,False,-5.119033,37.943745
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/270_RR220204A_797C_1942.bmp,trajectory,,False,-5.160004,38.139874
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/271_RR220204A_794C_1944.bmp,trajectory,,False,-5.2016006,38.258194
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/272_RR220204A_797C_1947.bmp,trajectory,,False,-5.3028493,38.69284
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/273_RR220204A_797C_1950.bmp,trajectory,,False,-5.562699,39.655415
/content/quantum rheed codex/data/original data/Trajectories/2022-02-04/274_RR220204A_816C_1951.bmp,trajectory,,False,-5.5562177,40.175503
