relative_image_path,date_folder,trajectory_id,frame_index,filename_frame_token,temperature_c,ordering_source,parse_status
2022-02-04/216_RR220204A_670C_1848.bmp,2022-02-04,2022-02-04/RR220204A,216,1848,670,leading_filename_index,parsed
2022-02-04/217_RR220204A_670C_1850.bmp,2022-02-04,2022-02-04/RR220204A,217,1850,670,leading_filename_index,parsed
2022-02-04/218_RR220204A_669C_1851.bmp,2022-02-04,2022-02-04/RR220204A,218,1851,669,leading_filename_index,parsed
2022-02-04/219_RR220204A_668C_1852.bmp,2022-02-04,2022-02-04/RR220204A,219,1852,668,leading_filename_index,parsed
2022-02-04/220_RR220204A_668C_1853.bmp,2022-02-04,2022-02-04/RR220204A,220,1853,668,leading_filename_index,parsed
2022-02-04/221_RR220204A_666C_1854.bmp,2022-02-04,2022-02-04/RR220204A,221,1854,666,leading_filename_index,parsed
2022-02-04/222_RR220204A_666C_1855.bmp,2022-02-04,2022-02-04/RR220204A,222,1855,666,leading_filename_index,parsed
2022-02-04/223_RR220204A_666C_1856.bmp,2022-02-04,2022-02-04/RR220204A,223,1856,666,leading_filename_index,parsed
2022-02-04/224_RR220204A_697C_1857.bmp,2022-02-04,2022-02-04/RR220204A,224,1857,697,leading_filename_index,parsed
2022-02-04/225_RR220204A_690C_1857.bmp,2022-02-04,2022-02-04/RR220204A,225,1857,690,leading_filename_index,parsed
2022-02-04/226_RR220204A_698C_1857.bmp,2022-02-04,2022-02-04/RR220204A,226,1857,698,leading_filename_index,parsed
2022-02-04/227_RR220204A_699C_1859.bmp,2022-02-04,2022-02-04/RR220204A,227,1859,699,leading_filename_index,parsed
2022-02-04/228_RR220204A_696C_1901-01.bmp,2022-02-04,2022-02-04/RR220204A,228,1901-01,696,leading_filename_index,parsed
2022-02-04/229_RR220204A_696C_1901-02.bmp,2022-02-04,2022-02-04/RR220204A,229,1901-02,696,leading_filename_index,parsed
2022-02-04/230_RR220204A_695C_1902.bmp,2022-02-04,2022-02-04/RR220204A,230,1902,695,leading_filename_index,parsed
2022-02-04/231_RR220204A_694C_1903.bmp,2022-02-04,2022-02-04/RR220204A,231,1903,694,leading_filename_index,parsed
2022-02-04/232_RR220204A_725C_1904.bmp,2022-02-04,2022-02-04/RR220204A,232,1904,725,leading_filename_index,parsed
2022-02-04/233_RR220204A_709C_1904.bmp,2022-02-04,2022-02-04/RR220204A,233,1904,709,leading_filename_index,parsed
2022-02-04/234_RR220204A_723C_1904.bmp,2022-02-04,2022-02-04/RR220204A,234,1904,723,leading_filename_index,parsed
2022-02-04/235_RR220204A_725C_1905.bmp,2022-02-04,2022-02-04/RR220204A,235,1905,725,leading_filename_index,parsed
2022-02-04/236_RR220204A_726C_1905.bmp,2022-02-04,2022-02-04/RR220204A,236,1905,726,leading_filename_index,parsed
2022-02-04/237_RR220204A_725C_1906.bmp,2022-02-04,2022-02-04/RR220204A,237,1906,725,leading_filename_index,parsed
2022-02-04/238_RR220204A_722C_1908.bmp,2022-02-04,2022-02-04/RR220204A,238,1908,722,leading_filename_index,parsed
2022-02-04/239_RR220204A_720C_1910.bmp,2022-02-04,2022-02-04/RR220204A,239,1910,720,leading_filename_index,parsed
2022-02-04/240_RR220204A_730C_1911.bmp,2022-02-04,2022-02-04/RR220204A,240,1911,730,leading_filename_index,parsed
2022-02-04/241_RR220204A_736C_1911.bmp,2022-02-04,2022-02-04/RR220204A,241,1911,736,leading_filename_index,parsed
2022-02-04/242_RR220204A_720C_1911.bmp,2022-02-04,2022-02-04/RR220204A,242,1911,720,leading_filename_index,parsed
2022-02-04/243_RR220204A_740C_1912.bmp,2022-02-04,2022-02-04/RR220204A,243,1912,740,leading_filename_index,parsed
2022-02-04/244_RR220204A_737C_1912.bmp,2022-02-04,2022-02-04/RR220204A,244,1912,737,leading_filename_index,parsed
2022-02-04/245_RR220204A_741C_1913.bmp,2022-02-04,2022-02-04/RR220204A,245,1913,741,leading_filename_index,parsed
2022-02-04/246_RR220204A_742C_1914.bmp,2022-02-04,2022-02-04/RR220204A,246,1914,742,leading_filename_index,parsed
2022-02-04/247_RR220204A_743C_1915.bmp,2022-02-04,2022-02-04/RR220204A,247,1915,743,leading_filename_index,parsed
2022-02-04/248_RR220204A_745C_1916.bmp,2022-02-04,2022-02-04/RR220204A,248,1916,745,leading_filename_index,parsed
2022-02-04/249_RR220204A_746C_1917.bmp,2022-02-04,2022-02-04/RR220204A,249,1917,746,leading_filename_index,parsed
2022-02-04/250_RR220204A_747C_1919.bmp,2022-02-04,2022-02-04/RR220204A,250,1919,747,leading_filename_index,parsed
2022-02-04/251_RR220204A_747C_1920.bmp,2022-02-04,2022-02-04/RR220204A,251,1920,747,leading_filename_index,parsed
2022-02-04/252_RR220204A_776C_1923.bmp,2022-02-04,2022-02-04/RR220204A,252,1923,776,leading_filename_index,parsed
2022-02-04/253_RR220204A_782C_1923.bmp,2022-02-04,2022-02-04/RR220204A,253,1923,782,leading_filename_index,parsed
2022-02-04/254_RR220204A_781C_1924.bmp,2022-02-04,2022-02-04/RR220204A,254,1924,781,leading_filename_index,parsed
2022-02-04/255_RR220204A_780C_1925.bmp,2022-02-04,2022-02-04/RR220204A,255,1925,780,leading_filename_index,parsed
2022-02-04/256_RR220204A_777C_1926.bmp,2022-02-04,2022-02-04/RR220204A,256,1926,777,leading_filename_index,parsed
2022-02-04/257_RR220204A_774C_1927.bmp,2022-02-04,2022-02-04/RR220204A,257,1927,774,leading_filename_index,parsed
2022-02-04/258_RR220204A_772C_1928.bmp,2022-02-04,2022-02-04/RR220204A,258,1928,772,leading_filename_index,parsed
2022-02-04/259_RR220204A_789C_1929.bmp,2022-02-04,2022-02-04/RR220204A,259,1929,789,leading_filename_index,parsed
2022-02-04/260_RR220204A_786C_1929.bmp,2022-02-04,2022-02-04/RR220204A,260,1929,786,leading_filename_index,parsed
2022-02-04/261_RR220204A_790C_1930.bmp,2022-02-04,2022-02-04/RR220204A,261,1930,790,leading_filename_index,parsed
2022-02-04/262_RR220204A_793C_1932.bmp,2022-02-04,2022-02-04/RR220204A,262,1932,793,leading_filename_index,parsed
2022-02-04/263_RR220204A_793C_1934.bmp,2022-02-04,2022-02-04/RR220204A,263,1934,793,leading_filename_index,parsed
2022-02-04/264_RR220204A_793C_1935.bmp,2022-02-04,2022-02-04/RR220204A,264,1935,793,leading_filename_index,parsed
2022-02-04/265_RR220204A_788C_1937.bmp,2022-02-04,2022-02-04/RR220204A,265,1937,788,leading_filename_index,parsed
2022-02-04/266_RR220204A_783C_1938.bmp,2022-02-04,2022-02-04/RR220204A,266,1938,783,leading_filename_index,parsed
2022-02-04/267_RR220204A_793C_1940.bmp,2022-02-04,2022-02-04/RR220204A,267,1940,793,leading_filename_index,parsed
2022-02-04/268_RR220204A_795C_1940.bmp,2022-02-04,2022-02-04/RR220204A,268,1940,795,leading_filename_index,parsed
2022-02-04/269_RR220204A_797C_1941.bmp,2022-02-04,2022-02-04/RR220204A,269,1941,797,leading_filename_index,parsed
2022-02-04/270_RR220204A_797C_1942.bmp,2022-02-04,2022-02-04/RR220204A,270,1942,797,leading_filename_index,parsed
2022-02-04/271_RR220204A_794C_1944.bmp,2022-02-04,2022-02-04/RR220204A,271,1944,794,leading_filename_index,parsed
2022-02-04/272_RR220204A_797C_1947.bmp,2022-02-04,2022-02-04/RR220204A,272,1947,797,leading_filename_index,parsed
2022-02-04/273_RR220204A_797C_1950.bmp,2022-02-04,2022-02-04/RR220204A,273,1950,797,leading_filename_index,parsed
2022-02-04/274_RR220204A_816C_1951.bmp,2022-02-04,2022-02-04/RR220204A,274,1951,816,leading_filename_index,parsed
2022-02-04/275_RR220204A_819C_1951-01.bmp,2022-02-04,2022-02-04/RR220204A,275,1951-01,819,leading_filename_index,parsed
2022-02-04/276_RR220204A_819C_1951-02.bmp,2022-02-04,2022-02-04/RR220204A,276,1951-02,819,leading_filename_index,parsed
2022-02-04/277_RR220204A_814C_1953.bmp,2022-02-04,2022-02-04/RR220204A,277,1953,814,leading_filename_index,parsed
2022-02-04/278_RR220204A_811C_1954.bmp,2022-02-04,2022-02-04/RR220204A,278,1954,811,leading_filename_index,parsed
2022-02-04/279_RR220204A_812C_1956.bmp,2022-02-04,2022-02-04/RR220204A,279,1956,812,leading_filename_index,parsed
2022-02-04/280_RR220204A_809C_1958.bmp,2022-02-04,2022-02-04/RR220204A,280,1958,809,leading_filename_index,parsed
2022-02-04/281_RR220204A_806C_2000.bmp,2022-02-04,2022-02-04/RR220204A,281,2000,806,leading_filename_index,parsed
2022-02-04/282_RR220204A_808C_2002.bmp,2022-02-04,2022-02-04/RR220204A,282,2002,808,leading_filename_index,parsed
2022-02-04/283_RR220204A_807C_2003.bmp,2022-02-04,2022-02-04/RR220204A,283,2003,807,leading_filename_index,parsed
2022-02-04/284_RR220204A_806C_2006.bmp,2022-02-04,2022-02-04/RR220204A,284,2006,806,leading_filename_index,parsed
2022-02-04/285_RR220204A_820C_2007.bmp,2022-02-04,2022-02-04/RR220204A,285,2007,820,leading_filename_index,parsed
2022-02-04/286_RR220204A_821C_2007.bmp,2022-02-04,2022-02-04/RR220204A,286,2007,821,leading_filename_index,parsed
2022-02-04/287_RR220204A_851C_2008.bmp,2022-02-04,2022-02-04/RR220204A,287,2008,851,leading_filename_index,parsed
2022-02-04/288_RR220204A_839C_2008.bmp,2022-02-04,2022-02-04/RR220204A,288,2008,839,leading_filename_index,parsed
2022-02-04/289_RR220204A_853C_2008.bmp,2022-02-04,2022-02-04/RR220204A,289,2008,853,leading_filename_index,parsed
2022-02-04/290_RR220204A_849C_2010.bmp,2022-02-04,2022-02-04/RR220204A,290,2010,849,leading_filename_index,parsed
2022-02-04/291_RR220204A_848C_2011.bmp,2022-02-04,2022-02-04/RR220204A,291,2011,848,leading_filename_index,parsed
2022-02-04/292_RR220204A_846C_2012.bmp,2022-02-04,2022-02-04/RR220204A,292,2012,846,leading_filename_index,parsed
2022-02-04/293_RR220204A_845C_2013.bmp,2022-02-04,2022-02-04/RR220204A,293,2013,845,leading_filename_index,parsed
2022-02-04/294_RR220204A_843C_2014.bmp,2022-02-04,2022-02-04/RR220204A,294,2014,843,leading_filename_index,parsed
2022-02-04/295_RR220204A_882C_2015.bmp,2022-02-04,2022-02-04/RR220204A,295,2015,882,leading_filename_index,parsed
2022-02-04/296_RR220204A_869C_2015.bmp,2022-02-04,2022-02-04/RR220204A,296,2015,869,leading_filename_index,parsed
2022-02-04/297_RR220204A_880C_2015.bmp,2022-02-04,2022-02-04/RR220204A,297,2015,880,leading_filename_index,parsed
2022-02-04/298_RR220204A_882C_2016.bmp,2022-02-04,2022-02-04/RR220204A,298,2016,882,leading_filename_index,parsed
2022-02-04/299_RR220204A_882C_2017.bmp,2022-02-04,2022-02-04/RR220204A,299,2017,882,leading_filename_index,parsed
2022-02-04/300_RR220204A_881C_2018.bmp,2022-02-04,2022-02-04/RR220204A,300,2018,881,leading_filename_index,parsed
2022-02-04/301_RR220204A_881C_2020.bmp,2022-02-04,2022-02-04/RR220204A,301,2020,881,leading_filename_index,parsed
2022-02-04/302_RR220204A_894C_2021.bmp,2022-02-04,2022-02-04/RR220204A,302,2021,894,leading_filename_index,parsed
2022-02-04/303_RR220204A_917C_2021.bmp,2022-02-04,2022-02-04/RR220204A,303,2021,917,leading_filename_index,parsed
2022-02-04/304_RR220204A_915C_2021.bmp,2022-02-04,2022-02-04/RR220204A,304,2021,915,leading_filename_index,parsed
2022-02-04/305_RR220204A_915C_2023.bmp,2022-02-04,2022-02-04/RR220204A,305,2023,915,leading_filename_index,parsed
2022-02-04/306_RR220204A_913C_2024.bmp,2022-02-04,2022-02-04/RR220204A,306,2024,913,leading_filename_index,parsed
2022-02-04/307_RR220204A_912C_2025.bmp,2022-02-04,2022-02-04/RR220204A,307,2025,912,leading_filename_index,parsed
2022-02-04/308_RR220204A_912C_2026.bmp,2022-02-04,2022-02-04/RR220204A,308,2026,912,leading_filename_index,parsed
2022-02-04/309_RR220204A_911C_2027.bmp,2022-02-04,2022-02-04/RR220204A,309,2027,911,leading_filename_index,parsed
2022-02-04/310_RR220204A_910C_2028.bmp,2022-02-04,2022-02-04/RR220204A,310,2028,910,leading_filename_index,parsed
2022-02-04/311_RR220204A_925C_2028.bmp,2022-02-04,2022-02-04/RR220204A,311,2028,925,leading_filename_index,parsed
2022-02-04/312_RR220204A_934C_2029.bmp,2022-02-04,2022-02-04/RR220204A,312,2029,934,leading_filename_index,parsed
2022-02-04/313_RR220204A_935C_2029.bmp,2022-02-04,2022-02-04/RR220204A,313,2029,935,leading_filename_index,parsed
2022-02-04/314_RR220204A_937C_2030.bmp,2022-02-04,2022-02-04/RR220204A,314,2030,937,leading_filename_index,parsed
2022-02-04/315_RR220204A_936C_2031.bmp,2022-02-04,2022-02-04/RR220204A,315,2031,936,leading_filename_index,parsed
2022-02-04/316_RR220204A_936C_2032.bmp,2022-02-04,2022-02-04/RR220204A,316,2032,936,leading_filename_index,parsed
2022-02-04/317_RR220204A_935C_2033.bmp,2022-02-04,2022-02-04/RR220204A,317,2033,935,leading_filename_index,parsed
2022-02-04/318_RR220204A_923C_2034.bmp,2022-02-04,2022-02-04/RR220204A,318,2034,923,leading_filename_index,parsed
2022-02-04/319_RR220204A_918C_2037.bmp,2022-02-04,2022-02-04/RR220204A,319,2037,918,leading_filename_index,parsed
2022-02-04/320_RR220204A_915C_2039.bmp,2022-02-04,2022-02-04/RR220204A,320,2039,915,leading_filename_index,parsed
2022-02-04/321_RR220204A_914C_2041.bmp,2022-02-04,2022-02-04/RR220204A,321,2041,914,leading_filename_index,parsed
2022-02-04/322_RR220204A_914C_2043.bmp,2022-02-04,2022-02-04/RR220204A,322,2043,914,leading_filename_index,parsed
2022-02-04/323_RR220204A_914C_2045.bmp,2022-02-04,2022-02-04/RR220204A,323,2045,914,leading_filename_index,parsed
2022-02-04/324_RR220204A_913C_2047.bmp,2022-02-04,2022-02-04/RR220204A,324,2047,913,leading_filename_index,parsed
2022-02-04/325_RR220204A_915C_2049.bmp,2022-02-04,2022-02-04/RR220204A,325,2049,915,leading_filename_index,parsed
2022-02-04/326_RR220204A_937C_2052.bmp,2022-02-04,2022-02-04/RR220204A,326,2052,937,leading_filename_index,parsed
2022-02-04/327_RR220204A_912C_2052.bmp,2022-02-04,2022-02-04/RR220204A,327,2052,912,leading_filename_index,parsed
2022-02-04/328_RR220204A_946C_2053.bmp,2022-02-04,2022-02-04/RR220204A,328,2053,946,leading_filename_index,parsed
2022-02-04/329_RR220204A_946C_2054.bmp,2022-02-04,2022-02-04/RR220204A,329,2054,946,leading_filename_index,parsed
2022-02-04/330_RR220204A_943C_2055.bmp,2022-02-04,2022-02-04/RR220204A,330,2055,943,leading_filename_index,parsed
2022-02-04/331_RR220204A_941C_2056.bmp,2022-02-04,2022-02-04/RR220204A,331,2056,941,leading_filename_index,parsed
2022-02-04/332_RR220204A_941C_2057.bmp,2022-02-04,2022-02-04/RR220204A,332,2057,941,leading_filename_index,parsed
2022-02-04/333_RR220204A_939C_2059.bmp,2022-02-04,2022-02-04/RR220204A,333,2059,939,leading_filename_index,parsed
2022-02-04/334_RR220204A_939C_2101.bmp,2022-02-04,2022-02-04/RR220204A,334,2101,939,leading_filename_index,parsed
2022-02-04/335_RR220204A_940C_2102.bmp,2022-02-04,2022-02-04/RR220204A,335,2102,940,leading_filename_index,parsed
2022-02-04/336_RR220204A_942C_2104.bmp,2022-02-04,2022-02-04/RR220204A,336,2104,942,leading_filename_index,parsed
2022-02-04/337_RR220204A_938C_2106.bmp,2022-02-04,2022-02-04/RR220204A,337,2106,938,leading_filename_index,parsed
2022-02-04/338_RR220204A_940C_2108.bmp,2022-02-04,2022-02-04/RR220204A,338,2108,940,leading_filename_index,parsed
2022-02-04/339_RR220204A_938C_2110.bmp,2022-02-04,2022-02-04/RR220204A,339,2110,938,leading_filename_index,parsed
2022-02-04/340_RR220204A_936C_2112.bmp,2022-02-04,2022-02-04/RR220204A,340,2112,936,leading_filename_index,parsed
2022-02-04/341_RR220204A_937C_2114.bmp,2022-02-04,2022-02-04/RR220204A,341,2114,937,leading_filename_index,parsed
2022-02-04/342_RR220204A_941C_2115.bmp,2022-02-04,2022-02-04/RR220204A,342,2115,941,leading_filename_index,parsed
2022-02-04/343_RR220204A_964C_2116.bmp,2022-02-04,2022-02-04/RR220204A,343,2116,964,leading_filename_index,parsed
2022-02-04/344_RR220204A_958C_2116.bmp,2022-02-04,2022-02-04/RR220204A,344,2116,958,leading_filename_index,parsed
2022-02-04/345_RR220204A_963C_2120.bmp,2022-02-04,2022-02-04/RR220204A,345,2120,963,leading_filename_index,parsed
2022-02-04/346_RR220204A_957C_2123.bmp,2022-02-04,2022-02-04/RR220204A,346,2123,957,leading_filename_index,parsed
2022-02-04/347_RR220204A_954C_2124.bmp,2022-02-04,2022-02-04/RR220204A,347,2124,954,leading_filename_index,parsed
2022-02-04/348_RR220204A_955C_2128.bmp,2022-02-04,2022-02-04/RR220204A,348,2128,955,leading_filename_index,parsed
2022-02-04/349_RR220204A_952C_2130.bmp,2022-02-04,2022-02-04/RR220204A,349,2130,952,leading_filename_index,parsed
2022-02-04/350_RR220204A_955C_2133.bmp,2022-02-04,2022-02-04/RR220204A,350,2133,955,leading_filename_index,parsed
2022-02-04/351_RR220204A_953C_2135.bmp,2022-02-04,2022-02-04/RR220204A,351,2135,953,leading_filename_index,parsed
2022-02-04/352_RR220204A_951C_2137.bmp,2022-02-04,2022-02-04/RR220204A,352,2137,951,leading_filename_index,parsed
2022-02-04/353_RR220204A_950C_2139.bmp,2022-02-04,2022-02-04/RR220204A,353,2139,950,leading_filename_index,parsed
2022-02-04/354_RR220204A_951C_2141.bmp,2022-02-04,2022-02-04/RR220204A,354,2141,951,leading_filename_index,parsed
2022-02-04/355_RR220204A_948C_2142.bmp,2022-02-04,2022-02-04/RR220204A,355,2142,948,leading_filename_index,parsed
2022-02-04/356_RR220204A_949C_2144.bmp,2022-02-04,2022-02-04/RR220204A,356,2144,949,leading_filename_index,parsed
2022-02-04/357_RR220204A_950C_2147.bmp,2022-02-04,2022-02-04/RR220204A,357,2147,950,leading_filename_index,parsed
2022-02-04/358_RR220204A_951C_2149.bmp,2022-02-04,2022-02-04/RR220204A,358,2149,951,leading_filename_index,parsed
2022-02-04/359_RR220204A_949C_2151.bmp,2022-02-04,2022-02-04/RR220204A,359,2151,949,leading_filename_index,parsed
2022-02-04/360_RR220204A_951C_2154.bmp,2022-02-04,2022-02-04/RR220204A,360,2154,951,leading_filename_index,parsed
2022-02-04/361_RR220204A_947C_2156.bmp,2022-02-04,2022-02-04/RR220204A,361,2156,947,leading_filename_index,parsed
2022-02-04/362_RR220204A_948C_2200.bmp,2022-02-04,2022-02-04/RR220204A,362,2200,948,leading_filename_index,parsed
2022-02-04/363_RR220204A_946C_2202.bmp,2022-02-04,2022-02-04/RR220204A,363,2202,946,leading_filename_index,parsed
2022-02-04/364_RR220204A_950C_2207.bmp,2022-02-04,2022-02-04/RR220204A,364,2207,950,leading_filename_index,parsed
2022-02-04/365_RR220204A_950C_2210.bmp,2022-02-04,2022-02-04/RR220204A,365,2210,950,leading_filename_index,parsed
2022-02-04/366_RR220204A_946C_2215.bmp,2022-02-04,2022-02-04/RR220204A,366,2215,946,leading_filename_index,parsed
2022-02-04/367_RR220204A_945C_2221.bmp,2022-02-04,2022-02-04/RR220204A,367,2221,945,leading_filename_index,parsed
2022-02-04/368_RR220204A_942C_2226.bmp,2022-02-04,2022-02-04/RR220204A,368,2226,942,leading_filename_index,parsed
2022-02-04/369_RR220204A_943C_2231.bmp,2022-02-04,2022-02-04/RR220204A,369,2231,943,leading_filename_index,parsed
2022-02-04/370_RR220204A_941C_2237.bmp,2022-02-04,2022-02-04/RR220204A,370,2237,941,leading_filename_index,parsed
2022-02-04/371_RR220204A_944C_2240.bmp,2022-02-04,2022-02-04/RR220204A,371,2240,944,leading_filename_index,parsed
2022-02-04/372_RR220204A_940C_2245.bmp,2022-02-04,2022-02-04/RR220204A,372,2245,940,leading_filename_index,parsed
2022-02-04/373_RR220204A_942C_2250.bmp,2022-02-04,2022-02-04/RR220204A,373,2250,942,leading_filename_index,parsed
2022-02-04/374_RR220204A_939C_2254.bmp,2022-02-04,2022-02-04/RR220204A,374,2254,939,leading_filename_index,parsed
2022-02-04/375_RR220204A_943C_2300.bmp,2022-02-04,2022-02-04/RR220204A,375,2300,943,leading_filename_index,parsed
2022-02-04/376_RR220204A_938C_2306.bmp,2022-02-04,2022-02-04/RR220204A,376,2306,938,leading_filename_index,parsed
2022-02-04/377_RR220204A_936C_2310.bmp,2022-02-04,2022-02-04/RR220204A,377,2310,936,leading_filename_index,parsed
2022-02-04/378_RR220204A_938C_2312.bmp,2022-02-04,2022-02-04/RR220204A,378,2312,938,leading_filename_index,parsed
2022-02-04/379_RR220204A_937C_2315.bmp,2022-02-04,2022-02-04/RR220204A,379,2315,937,leading_filename_index,parsed
2022-02-04/380_RR220204A_937C_2323.bmp,2022-02-04,2022-02-04/RR220204A,380,2323,937,leading_filename_index,parsed
2022-02-04/381_RR220204A_936C_2326.bmp,2022-02-04,2022-02-04/RR220204A,381,2326,936,leading_filename_index,parsed
2022-02-04/382_RR220204A_935C_2330.bmp,2022-02-04,2022-02-04/RR220204A,382,2330,935,leading_filename_index,parsed
2022-02-04/383_RR220204A_937C_2331.bmp,2022-02-04,2022-02-04/RR220204A,383,2331,937,leading_filename_index,parsed
2022-02-04/384_RR220204A_935C_2335.bmp,2022-02-04,2022-02-04/RR220204A,384,2335,935,leading_filename_index,parsed
2022-02-04/385_RR220204A_939C_2340.bmp,2022-02-04,2022-02-04/RR220204A,385,2340,939,leading_filename_index,parsed
2022-02-04/386_RR220204A_935C_2346.bmp,2022-02-04,2022-02-04/RR220204A,386,2346,935,leading_filename_index,parsed
2022-02-04/387_RR220204A_935C_2350.bmp,2022-02-04,2022-02-04/RR220204A,387,2350,935,leading_filename_index,parsed
2022-02-04/388_RR220204A_934C_2355.bmp,2022-02-04,2022-02-04/RR220204A,388,2355,934,leading_filename_index,parsed
2022-02-06/001_RR220206A_165C_1659.bmp,2022-02-06,2022-02-06/RR220206A,1,1659,165,leading_filename_index,parsed
2022-02-06/002_RR220206A_165C_1700.bmp,2022-02-06,2022-02-06/RR220206A,2,1700,165,leading_filename_index,parsed
2022-02-06/003_RR220206A_165C_1701-01.bmp,2022-02-06,2022-02-06/RR220206A,3,1701-01,165,leading_filename_index,parsed
2022-02-06/004_RR220206A_165C_1701-02.bmp,2022-02-06,2022-02-06/RR220206A,4,1701-02,165,leading_filename_index,parsed
2022-02-06/005_RR220206A_165C_1702-01.bmp,2022-02-06,2022-02-06/RR220206A,5,1702-01,165,leading_filename_index,parsed
2022-02-06/006_RR220206A_165C_1702-02.bmp,2022-02-06,2022-02-06/RR220206A,6,1702-02,165,leading_filename_index,parsed
2022-02-06/007_RR220206A_165C_1702-03.bmp,2022-02-06,2022-02-06/RR220206A,7,1702-03,165,leading_filename_index,parsed
2022-02-06/008_RR220206A_165C_1702-04.bmp,2022-02-06,2022-02-06/RR220206A,8,1702-04,165,leading_filename_index,parsed
2022-02-06/009_RR220206A_165C_1703-01.bmp,2022-02-06,2022-02-06/RR220206A,9,1703-01,165,leading_filename_index,parsed
2022-02-06/010_RR220206A_165C_1703-02.bmp,2022-02-06,2022-02-06/RR220206A,10,1703-02,165,leading_filename_index,parsed
2022-02-06/011_RR220206A_165C_1703-03.bmp,2022-02-06,2022-02-06/RR220206A,11,1703-03,165,leading_filename_index,parsed
2022-02-06/012_RR220206A_165C_1703-04.bmp,2022-02-06,2022-02-06/RR220206A,12,1703-04,165,leading_filename_index,parsed
2022-02-06/013_RR220206A_165C_1703-05.bmp,2022-02-06,2022-02-06/RR220206A,13,1703-05,165,leading_filename_index,parsed
2022-02-06/014_RR220206A_165C_1704-01.bmp,2022-02-06,2022-02-06/RR220206A,14,1704-01,165,leading_filename_index,parsed
2022-02-06/015_RR220206A_165C_1704-02.bmp,2022-02-06,2022-02-06/RR220206A,15,1704-02,165,leading_filename_index,parsed
2022-02-06/016_RR220206A_165C_1704-03.bmp,2022-02-06,2022-02-06/RR220206A,16,1704-03,165,leading_filename_index,parsed
2022-02-06/017_RR220206A_165C_1704-04.bmp,2022-02-06,2022-02-06/RR220206A,17,1704-04,165,leading_filename_index,parsed
2022-02-06/018_RR220206A_165C_1704-05.bmp,2022-02-06,2022-02-06/RR220206A,18,1704-05,165,leading_filename_index,parsed
2022-02-06/019_RR220206A_165C_1704-06.bmp,2022-02-06,2022-02-06/RR220206A,19,1704-06,165,leading_filename_index,parsed
2022-02-06/020_RR220206A_165C_1705.bmp,2022-02-06,2022-02-06/RR220206A,20,1705,165,leading_filename_index,parsed
2022-02-06/021_RR220206A_165C_1706.bmp,2022-02-06,2022-02-06/RR220206A,21,1706,165,leading_filename_index,parsed
2022-02-06/022_RR220206A_165C_1708.bmp,2022-02-06,2022-02-06/RR220206A,22,1708,165,leading_filename_index,parsed
2022-02-06/023_RR220206A_165C_1709.bmp,2022-02-06,2022-02-06/RR220206A,23,1709,165,leading_filename_index,parsed
2022-02-06/024_RR220206A_165C_1710-01.bmp,2022-02-06,2022-02-06/RR220206A,24,1710-01,165,leading_filename_index,parsed
2022-02-06/025_RR220206A_165C_1710-02.bmp,2022-02-06,2022-02-06/RR220206A,25,1710-02,165,leading_filename_index,parsed
2022-02-06/026_RR220206A_165C_1711.bmp,2022-02-06,2022-02-06/RR220206A,26,1711,165,leading_filename_index,parsed
2022-02-06/027_RR220206A_165C_1712.bmp,2022-02-06,2022-02-06/RR220206A,27,1712,165,leading_filename_index,parsed
2022-02-06/028_RR220206A_165C_1714-01.bmp,2022-02-06,2022-02-06/RR220206A,28,1714-01,165,leading_filename_index,parsed
2022-02-06/029_RR220206A_165C_1714-02.bmp,2022-02-06,2022-02-06/RR220206A,29,1714-02,165,leading_filename_index,parsed
2022-02-06/030_RR220206A_165C_1715.bmp,2022-02-06,2022-02-06/RR220206A,30,1715,165,leading_filename_index,parsed
2022-02-06/031_RR220206A_165C_1716.bmp,2022-02-06,2022-02-06/RR220206A,31,1716,165,leading_filename_index,parsed
2022-02-06/032_RR220206A_165C_1717.bmp,2022-02-06,2022-02-06/RR220206A,32,1717,165,leading_filename_index,parsed
2022-02-06/033_RR220206A_165C_1718.bmp,2022-02-06,2022-02-06/RR220206A,33,1718,165,leading_filename_index,parsed
2022-02-06/034_RR220206A_165C_1719.bmp,2022-02-06,2022-02-06/RR220206A,34,1719,165,leading_filename_index,parsed
2022-02-06/035_RR220206A_165C_1720.bmp,2022-02-06,2022-02-06/RR220206A,35,1720,165,leading_filename_index,parsed
2022-02-06/036_RR220206A_165C_1721.bmp,2022-02-06,2022-02-06/RR220206A,36,1721,165,leading_filename_index,parsed
2022-02-06/037_RR220206A_165C_1722.bmp,2022-02-06,2022-02-06/RR220206A,37,1722,165,leading_filename_index,parsed
2022-02-06/038_RR220206A_165C_1723.bmp,2022-02-06,2022-02-06/RR220206A,38,1723,165,leading_filename_index,parsed
2022-02-06/039_RR220206A_165C_1724.bmp,2022-02-06,2022-02-06/RR220206A,39,1724,165,leading_filename_index,parsed
2022-02-06/040_RR220206A_165C_1725.bmp,2022-02-06,2022-02-06/RR220206A,40,1725,165,leading_filename_index,parsed
2022-02-06/041_RR220206A_165C_1726.bmp,2022-02-06,2022-02-06/RR220206A,41,1726,165,leading_filename_index,parsed
2022-02-06/042_RR220206A_165C_1727.bmp,2022-02-06,2022-02-06/RR220206A,42,1727,165,leading_filename_index,parsed
2022-02-06/043_RR220206A_165C_1728.bmp,2022-02-06,2022-02-06/RR220206A,43,1728,165,leading_filename_index,parsed
